Region,Country,State,City,Month,Day,Year,AvgTemperature
Europe,Italy,,Milan,4,19,2010,55.6
Europe,Italy,,Milan,4,20,2010,60.1
Europe,Italy,,Milan,4,21,2010,58.7
Europe,Italy,,Milan,4,22,2010,57.3
Europe,Italy,,Milan,4,23,2010,55.5
Europe,Italy,,Milan,4,24,2010,59.7
Europe,Italy,,Milan,4,25,2010,63.8
Europe,Italy,,Milan,4,26,2010,65.7
Europe,Italy,,Milan,4,27,2010,57.9
Europe,Italy,,Milan,4,28,2010,60.9
Europe,Italy,,Milan,4,29,2010,65.5
Europe,Italy,,Milan,4,30,2010,64.6
Europe,Italy,,Milan,5,1,2010,59.4
Europe,Italy,,Milan,5,2,2010,57.1
Europe,Italy,,Milan,5,3,2010,57.7
Europe,Italy,,Milan,5,4,2010,52.8
Europe,Italy,,Milan,5,5,2010,51.5
Europe,Italy,,Milan,5,6,2010,51.3
Europe,Italy,,Milan,5,7,2010,51.4
Europe,Italy,,Milan,5,8,2010,55.4
Europe,Italy,,Milan,5,9,2010,56.4
Europe,Italy,,Milan,5,10,2010,56.2
Europe,Italy,,Milan,5,11,2010,56.0
Europe,Italy,,Milan,5,12,2010,55.3
Europe,Italy,,Milan,5,13,2010,55.9
Europe,Italy,,Milan,5,14,2010,53.4
Europe,Italy,,Milan,5,15,2010,58.3
Europe,Italy,,Milan,5,16,2010,62.4
Europe,Italy,,Milan,5,17,2010,64.5
Europe,Italy,,Milan,5,18,2010,62.7
Europe,Italy,,Milan,5,19,2010,63.5
Europe,Italy,,Milan,5,20,2010,62.8
Europe,Italy,,Milan,5,21,2010,65.7
Europe,Italy,,Milan,5,22,2010,66.6
Europe,Italy,,Milan,5,23,2010,68.9
Europe,Italy,,Milan,5,24,2010,69.7
Europe,Italy,,Milan,5,25,2010,67.5
Europe,Italy,,Milan,5,26,2010,65.7
Europe,Italy,,Milan,5,27,2010,61.2
Europe,Italy,,Milan,5,28,2010,62.9
Europe,Italy,,Milan,5,29,2010,66.2
Europe,Italy,,Milan,5,30,2010,66.6
Europe,Italy,,Milan,5,31,2010,68.8
Europe,Italy,,Milan,6,1,2010,69.2
Europe,Italy,,Milan,6,2,2010,71.7
Europe,Italy,,Milan,6,3,2010,69.7
Europe,Italy,,Milan,6,4,2010,70.4
Europe,Italy,,Milan,6,5,2010,73.7
Europe,Italy,,Milan,6,6,2010,74.9
Europe,Italy,,Milan,6,7,2010,69.9
Europe,Italy,,Milan,6,8,2010,69.8
Europe,Italy,,Milan,6,9,2010,72.0
Europe,Italy,,Milan,6,10,2010,70.1
Europe,Italy,,Milan,6,11,2010,74.6
Europe,Italy,,Milan,6,12,2010,72.5
Europe,Italy,,Milan,6,13,2010,68.8
Europe,Italy,,Milan,6,14,2010,67.0
Europe,Italy,,Milan,6,15,2010,64.4
Europe,Italy,,Milan,6,16,2010,65.1
Europe,Italy,,Milan,6,17,2010,61.9
Europe,Italy,,Milan,6,18,2010,64.5
Europe,Italy,,Milan,6,19,2010,62.0
Europe,Italy,,Milan,6,20,2010,57.7
Europe,Italy,,Milan,6,21,2010,63.4
Europe,Italy,,Milan,6,22,2010,68.9
Europe,Italy,,Milan,6,23,2010,69.0
Europe,Italy,,Milan,6,24,2010,70.5
Europe,Italy,,Milan,6,25,2010,71.9
Europe,Italy,,Milan,6,26,2010,74.0
Europe,Italy,,Milan,6,27,2010,76.3
Europe,Italy,,Milan,6,28,2010,77.5
Europe,Italy,,Milan,6,29,2010,76.8
Europe,Italy,,Milan,6,30,2010,75.9
Europe,Italy,,Milan,7,1,2010,78.8
Europe,Italy,,Milan,7,2,2010,79.4
Europe,Italy,,Milan,7,3,2010,79.2
Europe,Italy,,Milan,7,4,2010,78.7
Europe,Italy,,Milan,7,5,2010,80.3
Europe,Italy,,Milan,7,6,2010,78.5
Europe,Italy,,Milan,7,7,2010,76.7
Europe,Italy,,Milan,7,8,2010,77.0
Europe,Italy,,Milan,7,9,2010,77.8
Europe,Italy,,Milan,7,10,2010,80.8
Europe,Italy,,Milan,7,11,2010,81.3
Europe,Italy,,Milan,7,12,2010,78.9
Europe,Italy,,Milan,7,13,2010,78.8
Europe,Italy,,Milan,7,14,2010,79.6
Europe,Italy,,Milan,7,15,2010,81.3
Europe,Italy,,Milan,7,16,2010,82.1
Europe,Italy,,Milan,7,17,2010,80.9
Europe,Italy,,Milan,7,18,2010,80.3
Europe,Italy,,Milan,7,19,2010,76.9
Europe,Italy,,Milan,7,20,2010,76.8
Europe,Italy,,Milan,7,21,2010,78.9
Europe,Italy,,Milan,7,22,2010,77.9
Europe,Italy,,Milan,7,23,2010,74.8
Europe,Italy,,Milan,7,24,2010,76.1
Europe,Italy,,Milan,7,25,2010,75.2
Europe,Italy,,Milan,7,26,2010,72.4
Europe,Italy,,Milan,7,27,2010,73.8
Europe,Italy,,Milan,7,28,2010,73.7
Europe,Italy,,Milan,7,29,2010,68.4
Europe,Italy,,Milan,7,30,2010,69.0
Europe,Italy,,Milan,7,31,2010,70.5
Europe,Italy,,Milan,8,1,2010,74.5
Europe,Italy,,Milan,8,2,2010,73.8
Europe,Italy,,Milan,8,3,2010,74.9
Europe,Italy,,Milan,8,4,2010,74.4
Europe,Italy,,Milan,8,5,2010,62.3
Europe,Italy,,Milan,8,6,2010,70.5
Europe,Italy,,Milan,8,7,2010,70.0
Europe,Italy,,Milan,8,8,2010,71.1
Europe,Italy,,Milan,8,9,2010,73.3
Europe,Italy,,Milan,8,10,2010,74.5
Europe,Italy,,Milan,8,11,2010,74.8
Europe,Italy,,Milan,8,12,2010,68.2
Europe,Italy,,Milan,8,13,2010,68.5
Europe,Italy,,Milan,8,14,2010,63.7
Europe,Italy,,Milan,8,15,2010,62.9
Europe,Italy,,Milan,8,16,2010,63.1
Europe,Italy,,Milan,8,17,2010,67.0
Europe,Italy,,Milan,8,18,2010,69.3
Europe,Italy,,Milan,8,19,2010,72.2
Europe,Italy,,Milan,8,20,2010,71.3
Europe,Italy,,Milan,8,21,2010,75.6
Europe,Italy,,Milan,8,22,2010,77.1
Europe,Italy,,Milan,8,23,2010,76.5
Europe,Italy,,Milan,8,24,2010,74.8
Europe,Italy,,Milan,8,25,2010,74.4
Europe,Italy,,Milan,8,26,2010,76.0
Europe,Italy,,Milan,8,27,2010,74.5
Europe,Italy,,Milan,8,28,2010,76.3
Europe,Italy,,Milan,8,29,2010,67.1
Europe,Italy,,Milan,8,30,2010,65.3
Europe,Italy,,Milan,8,31,2010,66.1
Europe,Italy,,Milan,9,1,2010,62.8
Europe,Italy,,Milan,9,2,2010,63.7
Europe,Italy,,Milan,9,3,2010,67.0
Europe,Italy,,Milan,9,4,2010,68.8
Europe,Italy,,Milan,9,5,2010,69.2
Europe,Italy,,Milan,9,6,2010,67.8
Europe,Italy,,Milan,9,7,2010,59.6
Europe,Italy,,Milan,9,8,2010,62.4
Europe,Italy,,Milan,9,9,2010,62.6
Europe,Italy,,Milan,9,10,2010,63.9
Europe,Italy,,Milan,9,11,2010,63.9
Europe,Italy,,Milan,9,12,2010,65.4
Europe,Italy,,Milan,9,13,2010,64.8
Europe,Italy,,Milan,9,14,2010,63.2
Europe,Italy,,Milan,9,15,2010,64.0
Europe,Italy,,Milan,9,16,2010,65.7
Europe,Italy,,Milan,9,17,2010,66.0
Europe,Italy,,Milan,9,18,2010,61.8
Europe,Italy,,Milan,9,19,2010,61.4
Europe,Italy,,Milan,9,20,2010,61.9
Europe,Italy,,Milan,9,21,2010,60.8
Europe,Italy,,Milan,9,22,2010,63.0
Europe,Italy,,Milan,9,23,2010,62.0
Europe,Italy,,Milan,9,24,2010,58.8
Europe,Italy,,Milan,9,25,2010,55.7
Europe,Italy,,Milan,9,26,2010,59.3
Europe,Italy,,Milan,9,27,2010,55.8
Europe,Italy,,Milan,9,28,2010,54.9
Europe,Italy,,Milan,9,29,2010,53.7
Europe,Italy,,Milan,9,30,2010,55.4
Europe,Italy,,Milan,10,1,2010,57.4
Europe,Italy,,Milan,10,2,2010,57.5
Europe,Italy,,Milan,10,3,2010,57.8
Europe,Italy,,Milan,10,4,2010,59.4
Europe,Italy,,Milan,10,5,2010,61.5
Europe,Italy,,Milan,10,6,2010,60.3
Europe,Italy,,Milan,10,7,2010,60.3
Europe,Italy,,Milan,10,8,2010,58.4
Europe,Italy,,Milan,10,9,2010,54.3
Europe,Italy,,Milan,10,10,2010,53.3
Europe,Italy,,Milan,10,11,2010,51.3
Europe,Italy,,Milan,10,12,2010,50.1
Europe,Italy,,Milan,10,13,2010,48.2
Europe,Italy,,Milan,10,14,2010,51.1
Europe,Italy,,Milan,10,15,2010,50.6
Europe,Italy,,Milan,10,16,2010,49.2
Europe,Italy,,Milan,10,17,2010,46.4
Europe,Italy,,Milan,10,18,2010,48.4
Europe,Italy,,Milan,10,19,2010,46.2
Europe,Italy,,Milan,10,20,2010,48.0
Europe,Italy,,Milan,10,21,2010,46.1
Europe,Italy,,Milan,10,22,2010,43.8
Europe,Italy,,Milan,10,23,2010,46.3
Europe,Italy,,Milan,10,24,2010,48.6
Europe,Italy,,Milan,10,25,2010,44.5
Europe,Italy,,Milan,10,26,2010,43.9
Europe,Italy,,Milan,10,27,2010,39.4
Europe,Italy,,Milan,10,28,2010,40.2
Europe,Italy,,Milan,10,29,2010,42.9
Europe,Italy,,Milan,10,30,2010,44.4
Europe,Italy,,Milan,10,31,2010,46.6
Europe,Italy,,Milan,11,1,2010,50.6
Europe,Italy,,Milan,11,2,2010,52.2
Europe,Italy,,Milan,11,3,2010,49.9
Europe,Italy,,Milan,11,4,2010,49.1
Europe,Italy,,Milan,11,5,2010,49.4
Europe,Italy,,Milan,11,6,2010,49.8
Europe,Italy,,Milan,11,7,2010,49.7
Europe,Italy,,Milan,11,8,2010,44.2
Europe,Italy,,Milan,11,9,2010,42.2
Europe,Italy,,Milan,11,10,2010,43.9
Europe,Italy,,Milan,11,11,2010,40.3
Europe,Italy,,Milan,11,12,2010,45.7
Europe,Italy,,Milan,11,13,2010,48.2
Europe,Italy,,Milan,11,14,2010,48.6
Europe,Italy,,Milan,11,15,2010,48.5
Europe,Italy,,Milan,11,16,2010,47.6
Europe,Italy,,Milan,11,17,2010,47.7
Europe,Italy,,Milan,11,18,2010,41.4
Europe,Italy,,Milan,11,19,2010,43.3
Europe,Italy,,Milan,11,20,2010,41.1
Europe,Italy,,Milan,11,21,2010,41.2
Europe,Italy,,Milan,11,22,2010,41.6
Europe,Italy,,Milan,11,23,2010,39.6
Europe,Italy,,Milan,11,24,2010,40.1
Europe,Italy,,Milan,11,25,2010,35.7
Europe,Italy,,Milan,11,26,2010,34.9
Europe,Italy,,Milan,11,27,2010,33.4
Europe,Italy,,Milan,11,28,2010,33.9
Europe,Italy,,Milan,11,29,2010,34.6
Europe,Italy,,Milan,11,30,2010,33.3
Europe,Italy,,Milan,12,1,2010,32.4
Europe,Italy,,Milan,12,2,2010,31.9
Europe,Italy,,Milan,12,3,2010,35.3
Europe,Italy,,Milan,12,4,2010,33.9
Europe,Italy,,Milan,12,5,2010,31.4
Europe,Italy,,Milan,12,6,2010,33.0
Europe,Italy,,Milan,12,7,2010,35.3
Europe,Italy,,Milan,12,8,2010,40.3
Europe,Italy,,Milan,12,9,2010,45.3
Europe,Italy,,Milan,12,10,2010,39.5
Europe,Italy,,Milan,12,11,2010,36.4
Europe,Italy,,Milan,12,12,2010,37.2
Europe,Italy,,Milan,12,13,2010,42.6
Europe,Italy,,Milan,12,14,2010,29.7
Europe,Italy,,Milan,12,15,2010,22.9
Europe,Italy,,Milan,12,16,2010,22.4
Europe,Italy,,Milan,12,17,2010,24.3
Europe,Italy,,Milan,12,18,2010,22.4
Europe,Italy,,Milan,12,19,2010,27.9
Europe,Italy,,Milan,12,20,2010,30.1
Europe,Italy,,Milan,12,21,2010,33.4
Europe,Italy,,Milan,12,22,2010,36.1
Europe,Italy,,Milan,12,23,2010,41.3
Europe,Italy,,Milan,12,24,2010,44.6
Europe,Italy,,Milan,12,25,2010,44.2
Europe,Italy,,Milan,12,26,2010,37.2
Europe,Italy,,Milan,12,27,2010,29.9
Europe,Italy,,Milan,12,28,2010,25.5
Europe,Italy,,Milan,12,29,2010,27.9
Europe,Italy,,Milan,12,30,2010,32.7
Europe,Italy,,Milan,12,31,2010,31.8
Europe,Italy,,Milan,1,1,2011,33.8
Europe,Italy,,Milan,1,2,2011,30.5
Europe,Italy,,Milan,1,3,2011,33.7
Europe,Italy,,Milan,1,4,2011,32.8
Europe,Italy,,Milan,1,5,2011,31.4
Europe,Italy,,Milan,1,6,2011,32.2
Europe,Italy,,Milan,1,7,2011,33.1
Europe,Italy,,Milan,1,8,2011,36.1
Europe,Italy,,Milan,1,9,2011,39.4
Europe,Italy,,Milan,1,10,2011,40.4
Europe,Italy,,Milan,1,11,2011,41.7
Europe,Italy,,Milan,1,12,2011,36.8
Europe,Italy,,Milan,1,13,2011,37.9
Europe,Italy,,Milan,1,14,2011,36.2
Europe,Italy,,Milan,1,15,2011,37.0
Europe,Italy,,Milan,1,16,2011,35.2
Europe,Italy,,Milan,1,17,2011,32.3
Europe,Italy,,Milan,1,18,2011,30.1
Europe,Italy,,Milan,1,19,2011,33.0
Europe,Italy,,Milan,1,20,2011,29.6
Europe,Italy,,Milan,1,21,2011,31.1
Europe,Italy,,Milan,1,22,2011,29.4
Europe,Italy,,Milan,1,23,2011,28.5
Europe,Italy,,Milan,1,24,2011,31.2
Europe,Italy,,Milan,1,25,2011,28.7
Europe,Italy,,Milan,1,26,2011,32.0
Europe,Italy,,Milan,1,27,2011,35.1
Europe,Italy,,Milan,1,28,2011,36.5
Europe,Italy,,Milan,1,29,2011,35.0
Europe,Italy,,Milan,1,30,2011,33.2
Europe,Italy,,Milan,1,31,2011,36.3
Europe,Italy,,Milan,2,1,2011,33.9
Europe,Italy,,Milan,2,2,2011,32.6
Europe,Italy,,Milan,2,3,2011,33.5
Europe,Italy,,Milan,2,4,2011,36.3
Europe,Italy,,Milan,2,5,2011,41.8
Europe,Italy,,Milan,2,6,2011,40.4
Europe,Italy,,Milan,2,7,2011,41.4
Europe,Italy,,Milan,2,8,2011,40.2
Europe,Italy,,Milan,2,9,2011,40.5
Europe,Italy,,Milan,2,10,2011,38.2
Europe,Italy,,Milan,2,11,2011,40.2
Europe,Italy,,Milan,2,12,2011,43.3
Europe,Italy,,Milan,2,13,2011,44.5
Europe,Italy,,Milan,2,14,2011,43.7
Europe,Italy,,Milan,2,15,2011,42.7
Europe,Italy,,Milan,2,16,2011,40.0
Europe,Italy,,Milan,2,17,2011,42.7
Europe,Italy,,Milan,2,18,2011,42.4
Europe,Italy,,Milan,2,19,2011,44.8
Europe,Italy,,Milan,2,20,2011,43.4
Europe,Italy,,Milan,2,21,2011,43.0
Europe,Italy,,Milan,2,22,2011,39.4
Europe,Italy,,Milan,2,23,2011,36.3
Europe,Italy,,Milan,2,24,2011,36.9
Europe,Italy,,Milan,2,25,2011,35.7
Europe,Italy,,Milan,2,26,2011,36.4
Europe,Italy,,Milan,2,27,2011,39.2
Europe,Italy,,Milan,2,28,2011,39.4
Europe,Italy,,Milan,3,1,2011,43.8
Europe,Italy,,Milan,3,2,2011,38.4
Europe,Italy,,Milan,3,3,2011,35.6
Europe,Italy,,Milan,3,4,2011,42.2
Europe,Italy,,Milan,3,5,2011,43.9
Europe,Italy,,Milan,3,6,2011,46.5
Europe,Italy,,Milan,3,7,2011,41.3
Europe,Italy,,Milan,3,8,2011,37.3
Europe,Italy,,Milan,3,9,2011,36.7
Europe,Italy,,Milan,3,10,2011,41.2
Europe,Italy,,Milan,3,11,2011,44.2
Europe,Italy,,Milan,3,12,2011,47.1
Europe,Italy,,Milan,3,13,2011,43.1
Europe,Italy,,Milan,3,14,2011,47.5
Europe,Italy,,Milan,3,15,2011,47.7
Europe,Italy,,Milan,3,16,2011,47.0
Europe,Italy,,Milan,3,17,2011,47.6
Europe,Italy,,Milan,3,18,2011,55.4
Europe,Italy,,Milan,3,19,2011,53.4
Europe,Italy,,Milan,3,20,2011,49.0
Europe,Italy,,Milan,3,21,2011,46.7
Europe,Italy,,Milan,3,22,2011,46.6
Europe,Italy,,Milan,3,23,2011,49.2
Europe,Italy,,Milan,3,24,2011,52.9
Europe,Italy,,Milan,3,25,2011,53.2
Europe,Italy,,Milan,3,26,2011,50.9
Europe,Italy,,Milan,3,27,2011,49.9
Europe,Italy,,Milan,3,28,2011,52.3
Europe,Italy,,Milan,3,29,2011,52.5
Europe,Italy,,Milan,3,30,2011,54.1
Europe,Italy,,Milan,3,31,2011,55.9
Europe,Italy,,Milan,4,1,2011,60.2
Europe,Italy,,Milan,4,2,2011,59.8
Europe,Italy,,Milan,4,3,2011,60.4
Europe,Italy,,Milan,4,4,2011,60.6
Europe,Italy,,Milan,4,5,2011,60.4
Europe,Italy,,Milan,4,6,2011,60.0
Europe,Italy,,Milan,4,7,2011,64.1
Europe,Italy,,Milan,4,8,2011,71.1
Europe,Italy,,Milan,4,9,2011,73.3
Europe,Italy,,Milan,4,10,2011,69.4
Europe,Italy,,Milan,4,11,2011,64.2
Europe,Italy,,Milan,4,12,2011,63.7
Europe,Italy,,Milan,4,13,2011,56.6
Europe,Italy,,Milan,4,14,2011,52.5
Europe,Italy,,Milan,4,15,2011,50.5
Europe,Italy,,Milan,4,16,2011,55.7
Europe,Italy,,Milan,4,17,2011,55.9
Europe,Italy,,Milan,4,18,2011,56.1
Europe,Italy,,Milan,4,19,2011,56.4
Europe,Italy,,Milan,4,20,2011,59.5
Europe,Italy,,Milan,4,21,2011,60.1
Europe,Italy,,Milan,4,22,2011,59.8
Europe,Italy,,Milan,4,23,2011,56.3
Europe,Italy,,Milan,4,24,2011,59.7
Europe,Italy,,Milan,4,25,2011,63.9
Europe,Italy,,Milan,4,26,2011,63.7
Europe,Italy,,Milan,4,27,2011,58.1
Europe,Italy,,Milan,4,28,2011,57.1
Europe,Italy,,Milan,4,29,2011,54.9
Europe,Italy,,Milan,4,30,2011,56.2
Europe,Italy,,Milan,5,1,2011,59.4
Europe,Italy,,Milan,5,2,2011,61.5
Europe,Italy,,Milan,5,3,2011,63.6
Europe,Italy,,Milan,5,4,2011,60.6
Europe,Italy,,Milan,5,5,2011,59.3
Europe,Italy,,Milan,5,6,2011,58.5
Europe,Italy,,Milan,5,7,2011,60.8
Europe,Italy,,Milan,5,8,2011,66.0
Europe,Italy,,Milan,5,9,2011,61.5
Europe,Italy,,Milan,5,10,2011,62.0
Europe,Italy,,Milan,5,11,2011,67.7
Europe,Italy,,Milan,5,12,2011,69.0
Europe,Italy,,Milan,5,13,2011,70.0
Europe,Italy,,Milan,5,14,2011,64.1
Europe,Italy,,Milan,5,15,2011,62.4
Europe,Italy,,Milan,5,16,2011,63.2
Europe,Italy,,Milan,5,17,2011,64.9
Europe,Italy,,Milan,5,18,2011,66.7
Europe,Italy,,Milan,5,19,2011,66.8
Europe,Italy,,Milan,5,20,2011,70.0
Europe,Italy,,Milan,5,21,2011,69.6
Europe,Italy,,Milan,5,22,2011,71.4
Europe,Italy,,Milan,5,23,2011,73.1
Europe,Italy,,Milan,5,24,2011,75.3
Europe,Italy,,Milan,5,25,2011,75.4
Europe,Italy,,Milan,5,26,2011,73.3
Europe,Italy,,Milan,5,27,2011,65.1
Europe,Italy,,Milan,5,28,2011,66.3
Europe,Italy,,Milan,5,29,2011,66.9
Europe,Italy,,Milan,5,30,2011,69.8
Europe,Italy,,Milan,5,31,2011,64.0
Europe,Italy,,Milan,6,1,2011,58.7
Europe,Italy,,Milan,6,2,2011,67.5
Europe,Italy,,Milan,6,3,2011,67.3
Europe,Italy,,Milan,6,4,2011,64.0
Europe,Italy,,Milan,6,5,2011,62.1
Europe,Italy,,Milan,6,6,2011,63.1
Europe,Italy,,Milan,6,7,2011,61.7
Europe,Italy,,Milan,6,8,2011,62.3
Europe,Italy,,Milan,6,9,2011,65.0
Europe,Italy,,Milan,6,10,2011,64.8
Europe,Italy,,Milan,6,11,2011,65.7
Europe,Italy,,Milan,6,12,2011,68.1
Europe,Italy,,Milan,6,13,2011,66.7
Europe,Italy,,Milan,6,14,2011,69.9
Europe,Italy,,Milan,6,15,2011,72.8
Europe,Italy,,Milan,6,16,2011,71.7
Europe,Italy,,Milan,6,17,2011,67.4
Europe,Italy,,Milan,6,18,2011,68.2
Europe,Italy,,Milan,6,19,2011,68.5
Europe,Italy,,Milan,6,20,2011,69.0
Europe,Italy,,Milan,6,21,2011,71.8
Europe,Italy,,Milan,6,22,2011,71.7
Europe,Italy,,Milan,6,23,2011,69.8
Europe,Italy,,Milan,6,24,2011,72.5
Europe,Italy,,Milan,6,25,2011,70.7
Europe,Italy,,Milan,6,26,2011,73.5
Europe,Italy,,Milan,6,27,2011,75.7
Europe,Italy,,Milan,6,28,2011,78.5
Europe,Italy,,Milan,6,29,2011,75.6
Europe,Italy,,Milan,6,30,2011,76.2
Europe,Italy,,Milan,7,1,2011,75.0
Europe,Italy,,Milan,7,2,2011,70.1
Europe,Italy,,Milan,7,3,2011,70.0
Europe,Italy,,Milan,7,4,2011,71.4
Europe,Italy,,Milan,7,5,2011,74.6
Europe,Italy,,Milan,7,6,2011,76.3
Europe,Italy,,Milan,7,7,2011,71.5
Europe,Italy,,Milan,7,8,2011,70.8
Europe,Italy,,Milan,7,9,2011,75.7
Europe,Italy,,Milan,7,10,2011,75.9
Europe,Italy,,Milan,7,11,2011,75.7
Europe,Italy,,Milan,7,12,2011,78.4
Europe,Italy,,Milan,7,13,2011,73.3
Europe,Italy,,Milan,7,14,2011,72.8
Europe,Italy,,Milan,7,15,2011,73.0
Europe,Italy,,Milan,7,16,2011,70.0
Europe,Italy,,Milan,7,17,2011,68.8
Europe,Italy,,Milan,7,18,2011,68.4
Europe,Italy,,Milan,7,19,2011,63.5
Europe,Italy,,Milan,7,20,2011,66.5
Europe,Italy,,Milan,7,21,2011,68.0
Europe,Italy,,Milan,7,22,2011,70.4
Europe,Italy,,Milan,7,23,2011,67.7
Europe,Italy,,Milan,7,24,2011,67.7
Europe,Italy,,Milan,7,25,2011,65.9
Europe,Italy,,Milan,7,26,2011,66.5
Europe,Italy,,Milan,7,27,2011,66.7
Europe,Italy,,Milan,7,28,2011,68.6
Europe,Italy,,Milan,7,29,2011,70.2
Europe,Italy,,Milan,7,30,2011,71.3
Europe,Italy,,Milan,7,31,2011,70.8
Europe,Italy,,Milan,8,1,2011,73.3
Europe,Italy,,Milan,8,2,2011,74.2
Europe,Italy,,Milan,8,3,2011,74.3
Europe,Italy,,Milan,8,4,2011,74.4
Europe,Italy,,Milan,8,5,2011,74.6
Europe,Italy,,Milan,8,6,2011,72.7
Europe,Italy,,Milan,8,7,2011,71.4
Europe,Italy,,Milan,8,8,2011,73.4
Europe,Italy,,Milan,8,9,2011,71.4
Europe,Italy,,Milan,8,10,2011,69.9
Europe,Italy,,Milan,8,11,2011,68.3
Europe,Italy,,Milan,8,12,2011,69.3
Europe,Italy,,Milan,8,13,2011,72.1
Europe,Italy,,Milan,8,14,2011,75.3
Europe,Italy,,Milan,8,15,2011,76.0
Europe,Italy,,Milan,8,16,2011,75.9
Europe,Italy,,Milan,8,17,2011,77.6
Europe,Italy,,Milan,8,18,2011,80.1
Europe,Italy,,Milan,8,19,2011,81.0
Europe,Italy,,Milan,8,20,2011,80.8
Europe,Italy,,Milan,8,21,2011,82.7
Europe,Italy,,Milan,8,22,2011,82.9
Europe,Italy,,Milan,8,23,2011,83.6
Europe,Italy,,Milan,8,24,2011,80.9
Europe,Italy,,Milan,8,25,2011,79.8
Europe,Italy,,Milan,8,26,2011,78.7
Europe,Italy,,Milan,8,27,2011,75.8
Europe,Italy,,Milan,8,28,2011,70.9
Europe,Italy,,Milan,8,29,2011,70.3
Europe,Italy,,Milan,8,30,2011,71.6
Europe,Italy,,Milan,8,31,2011,72.0
Europe,Italy,,Milan,9,1,2011,71.2
Europe,Italy,,Milan,9,2,2011,74.0
Europe,Italy,,Milan,9,3,2011,73.9
Europe,Italy,,Milan,9,4,2011,69.6
Europe,Italy,,Milan,9,5,2011,71.7
Europe,Italy,,Milan,9,6,2011,67.8
Europe,Italy,,Milan,9,7,2011,67.8
Europe,Italy,,Milan,9,8,2011,70.5
Europe,Italy,,Milan,9,9,2011,74.3
